title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
This Is 40,Uni.,67500000.0,20500000,2012,this is 40,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",this is 40,6.2,118862
The Inbetweeners Movie,WHE,36000.0,88000000,2012,the inbetweeners movie,tt1716772,The Inbetweeners Movie,The Inbetweeners Movie,2011,97.0,Comedy,the inbetweeners movie,6.8,73217
The Possession,LGF,49100000.0,36300000,2012,the possession,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",the possession,5.9,53649
What to Expect When You're Expecting,LGF,41200000.0,43200000,2012,what to expect when you're expecting,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",what to expect when you're expecting,5.7,65890
The Thieves,WGUSA,686000.0,82800000,2012,the thieves,tt2330866,The Thieves,Dodookdeul,2012,135.0,"Action,Comedy,Crime",the thieves,6.8,8044
Frankenweenie,BV,35300000.0,46200000,2012,frankenweenie,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",frankenweenie,7.0,89489
Act of Valor,Rela.,70000000.0,11300000,2012,act of valor,tt1591479,Act of Valor,Act of Valor,2012,110.0,"Action,Adventure,Drama",act of valor,6.5,63787
Sinister,LG/S,48100000.0,29600000,2012,sinister,tt1922777,Sinister,Sinister,2012,110.0,"Horror,Mystery,Thriller",sinister,6.8,198345
The Grey,ORF,51600000.0,25700000,2012,the grey,tt1601913,The Grey,The Grey,2011,117.0,"Action,Adventure,Drama",the grey,6.8,228798
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,diary of a wimpy kid: dog days,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",diary of a wimpy kid: dog days,6.3,19571
To Rome with Love,SPC,16700000.0,56600000,2012,to rome with love,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",to rome with love,6.3,79381
Here Comes the Boom,Sony,45300000.0,27800000,2012,here comes the boom,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport",here comes the boom,6.4,81761
Anna Karenina,Focus,12800000.0,56100000,2012,anna karenina,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",anna karenina,6.6,84668
The Watch,Fox,35400000.0,32900000,2012,the watch,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",the watch,5.7,115757
Moonrise Kingdom,Focus,45500000.0,22800000,2012,moonrise kingdom,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",moonrise kingdom,7.8,291750
The Cabin in the Woods,LGF,42100000.0,24400000,2012,the cabin in the woods,tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,the cabin in the woods,7.0,338445
Rock of Ages,WB (NL),38500000.0,20900000,2012,rock of ages,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",rock of ages,5.9,69910
That's My Boy,Sony,36900000.0,20800000,2012,that's my boy,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,that's my boy,5.6,83009
The Odd Life of Timothy Green,BV,51900000.0,4200000,2012,the odd life of timothy green,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",the odd life of timothy green,6.6,42770
The Three Stooges,Fox,44300000.0,10500000,2012,the three stooges,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",the three stooges,5.1,28570
The Five-Year Engagement,Uni.,28800000.0,25100000,2012,the five-year engagement,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",the five-year engagement,6.2,88469
Lawless,Wein.,37400000.0,16300000,2012,lawless,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",lawless,7.3,214055
Red Tails,Fox,49900000.0,489000,2012,red tails,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",red tails,5.9,31815
Trouble with the Curve,WB,35800000.0,13200000,2012,trouble with the curve,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",trouble with the curve,6.8,56129
Little White Lies,MPI,206000.0,48300000,2012,little white lies,tt1440232,Little White Lies,Les petits mouchoirs,2010,154.0,"Comedy,Drama",little white lies,7.1,21787
End of Watch,ORF,41000000.0,7100000,2012,end of watch,tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",end of watch,7.6,211308
Man on a Ledge,LG/S,18600000.0,27600000,2012,man on a ledge,tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",man on a ledge,6.6,137507
House at the End of The Street,Rela.,31600000.0,12700000,2012,house at the end of the street,tt1582507,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",house at the end of the street,5.6,66303
The Guilt Trip,Par.,37100000.0,4700000,2012,the guilt trip,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",the guilt trip,5.8,33702
A Werewolf Boy,CJ,343000.0,41300000,2012,a werewolf boy,tt2315152,A Werewolf Boy,Neuk-dae-so-nyeon,2012,122.0,"Fantasy,Romance",a werewolf boy,7.4,5657
Killing Them Softly,Wein.,15000000.0,22900000,2012,killing them softly,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",killing them softly,6.2,124086
Chernobyl Diaries,WB,18100000.0,19000000,2012,chernobyl diaries,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",chernobyl diaries,5.0,60304
One For the Money,LGF,26400000.0,10500000,2012,one for the money,tt1598828,One for the Money,One for the Money,2012,91.0,"Action,Comedy,Crime",one for the money,5.3,38473
Dredd,LGF,13400000.0,22200000,2012,dredd,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",dredd,7.1,234616
Arbitrage,RAtt.,7900000.0,27600000,2012,arbitrage,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",arbitrage,6.6,46774
Chimpanzee,BV,29000000.0,5900000,2012,chimpanzee,tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,chimpanzee,7.2,5539
Alex Cross,LG/S,25900000.0,8700000,2012,alex cross,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",alex cross,5.1,30951
Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012,salmon fishing in the yemen,tt1441952,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,2011,107.0,"Comedy,Drama,Romance",salmon fishing in the yemen,6.8,58864
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012,cirque du soleil: worlds away,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91.0,Fantasy,cirque du soleil: worlds away,6.8,7643
The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012,the perks of being a wallflower,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,the perks of being a wallflower,8.0,422671
Haywire,Rela.,18900000.0,14400000,2012,haywire,tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller",haywire,5.8,78681
Katy Perry: Part of Me,Par.,25300000.0,7400000,2012,katy perry: part of me,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",katy perry: part of me,5.9,13034
Lockout,FD,14300000.0,17900000,2012,lockout,tt1592525,Lockout,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",lockout,6.1,89554
Joyful Noise,WB,30900000.0,226000,2012,joyful noise,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",joyful noise,5.8,7575
Premium Rush,Sony,20300000.0,10800000,2012,premium rush,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",premium rush,6.5,105279
The Raven,Rela.,16000000.0,13600000,2012,the raven,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",the raven,6.4,79578
Rowdy Rathore,UTV,777000.0,28600000,2012,rowdy rathore,tt2077833,Rowdy Rathore,Rowdy Rathore,2012,140.0,Action,rowdy rathore,5.9,18953
Bol Bachchan,FIP,1200000.0,27600000,2012,bol bachchan,tt1728986,Bol Bachchan,Bol Bachchan,2012,155.0,"Action,Comedy,Drama",bol bachchan,5.5,7359
The Master,Wein.,16399999.0,11900000,2012,the master,tt1560747,The Master,The Master,2012,138.0,Drama,the master,7.1,131365
The Master,Wein.,16399999.0,11900000,2012,the master,tt4117096,The Master,The Master,2014,,Documentary,the master,8.0,130
The Master,Wein.,16399999.0,11900000,2012,the master,tt4273106,The Master,The Master,2014,86.0,"Action,History",the master,4.8,54
Rust and Bone,SPC,2100000.0,23700000,2012,rust and bone,tt2053425,Rust and Bone,De rouille et d'os,2012,120.0,"Drama,Romance",rust and bone,7.5,58887
Big Miracle,Uni.,20200000.0,4600000,2012,big miracle,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",big miracle,6.5,17585
Hitchcock,FoxS,6000000.0,17600000,2012,hitchcock,tt0975645,Hitchcock,Hitchcock,2012,98.0,"Biography,Comedy,Drama",hitchcock,6.8,68315
A Thousand Words,P/DW,18500000.0,3600000,2012,a thousand words,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",a thousand words,5.9,36387
Wanderlust,Uni.,17500000.0,4200000,2012,wanderlust,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",wanderlust,5.6,69081
Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012,beasts of the southern wild,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",beasts of the southern wild,7.3,77440
Polisse,IFC,211000.0,20200000,2012,polisse,tt1661420,Polisse,Polisse,2011,127.0,"Crime,Drama",polisse,7.3,12506
Amour,SPC,6700000.0,13100000,2012,amour,tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",amour,7.9,84960
The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,the man with the iron fists,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,the man with the iron fists,5.4,58185
Seven Psychopaths,CBS,15000000.0,4400000,2012,seven psychopaths,tt1931533,Seven Psychopaths,Seven Psychopaths,2012,110.0,"Comedy,Crime",seven psychopaths,7.2,223493
Gone,LG/S,11700000.0,6400000,2012,gone,tt1628042,Gone,Gone,2011,85.0,Documentary,gone,6.5,104
Gone,LG/S,11700000.0,6400000,2012,gone,tt1731990,Gone,Försvunnen,2011,95.0,Thriller,gone,5.1,563
Gone,LG/S,11700000.0,6400000,2012,gone,tt1838544,Gone,Gone,2012,94.0,"Action,Adventure,Drama",gone,5.9,39482
Gone,LG/S,11700000.0,6400000,2012,gone,tt2230954,Gone,Gone,2012,50.0,Drama,gone,6.6,7
Gone,LG/S,11700000.0,6400000,2012,gone,tt6505002,GONE,GONE,2017,,"Mystery,Thriller",gone,4.0,5
Norwegian Wood,RF,13000.0,17600000,2012,norwegian wood,tt1270842,Norwegian Wood,Noruwei no mori,2010,133.0,"Drama,Romance",norwegian wood,6.4,10226
The Cold Light of Day,LG/S,3800000.0,13100000,2012,the cold light of day,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",the cold light of day,4.9,33039
We Have a Pope,IFC,548000.0,15600000,2012,we have a pope,tt1456472,We Have a Pope,Habemus Papam,2011,102.0,"Comedy,Drama",we have a pope,6.7,12273
Headhunters,Magn.,1200000.0,14500000,2012,headhunters,tt1614989,Headhunters,Hodejegerne,2011,96.0,"Action,Crime,Thriller",headhunters,7.6,91246
Hit and Run,ORF,13700000.0,704000,2012,hit and run,tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",hit and run,6.1,32414
The Words,CBS,11500000.0,1700000,2012,the words,tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",the words,7.1,70308
Playing for Keeps,FD,13100000.0,,2012,playing for keeps,tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",playing for keeps,5.7,27389
Silent House,ORF,12800000.0,347000,2012,silent house,tt1767382,Silent House,Silent House,2011,86.0,"Drama,Horror,Mystery",silent house,5.3,20831
Friends with Kids,RAtt.,7300000.0,5800000,2012,friends with kids,tt1720616,Friends with Kids,Friends with Kids,2011,107.0,"Comedy,Drama,Romance",friends with kids,6.1,39339
The Well-Digger's Daughter,KL,386000.0,12200000,2012,the well-digger's daughter,tt1473063,The Well-Digger's Daughter,La fille du puisatier,2011,107.0,"Drama,Romance",the well-digger's daughter,7.0,3459
Klown,Drft.,68800.0,12400000,2012,klown,tt1680136,Klown,Klovn: The Movie,2010,93.0,Comedy,klown,7.2,9372
People Like Us,BV,12400000.0,,2012,people like us,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",people like us,7.1,39618
People Like Us,BV,12400000.0,,2012,people like us,tt1758741,People Like Us,People Like Us,2010,55.0,Drama,people like us,6.4,13
Seeking Justice,Anch.,412000.0,11900000,2012,seeking justice,tt1214962,Seeking Justice,Seeking Justice,2011,105.0,"Action,Crime,Drama",seeking justice,6.2,42846
Bachelorette,RTWC,448000.0,11500000,2012,bachelorette,tt1920849,Bachelorette,Bachelorette,2012,87.0,"Comedy,Romance",bachelorette,5.3,43131
This Must Be the Place,Wein.,144000.0,11600000,2012,this must be the place,tt1440345,This Must Be the Place,This Must Be the Place,2011,118.0,"Comedy,Drama",this must be the place,6.7,30457
Fun Size,Par.,9400000.0,2000000,2012,fun size,tt1663143,Fun Size,Fun Size,2012,86.0,"Adventure,Comedy",fun size,5.4,12926
Delicacy,Cohen,499000.0,9200000,2012,delicacy,tt1828995,Delicacy,La délicatesse,2011,108.0,"Comedy,Drama,Romance",delicacy,6.6,11886
Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012,seeking a friend for the end of the world,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",seeking a friend for the end of the world,6.7,102047
The Apparition,WB,4900000.0,4700000,2012,the apparition,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",the apparition,4.1,18112
The Apparition,WB,4900000.0,4700000,2012,the apparition,tt6559390,The Apparition,L'apparition,2018,144.0,Drama,the apparition,6.4,873
Hysteria,SPC,1800000.0,7700000,2012,hysteria,tt1078897,Hysteria,Hysteria,2010,,"Horror,Thriller",hysteria,6.7,49
Hysteria,SPC,1800000.0,7700000,2012,hysteria,tt1435513,Hysteria,Hysteria,2011,100.0,"Comedy,Romance",hysteria,6.7,29014
Hysteria,SPC,1800000.0,7700000,2012,hysteria,tt5467982,Hysteria,Hysteria,2016,81.0,"Drama,Thriller",hysteria,7.4,18
Bernie,MNE,9200000.0,,2012,bernie,tt1704573,Bernie,Bernie,2011,99.0,"Biography,Comedy,Crime",bernie,6.8,53765
The Sessions,FoxS,6000000.0,3100000,2012,the sessions,tt1866249,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama",the sessions,7.2,39731
Ruby Sparks,FoxS,2500000.0,6600000,2012,ruby sparks,tt1839492,Ruby Sparks,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",ruby sparks,7.2,90963
Hyde Park on Hudson,Focus,6400000.0,2500000,2012,hyde park on hudson,tt1477855,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",hyde park on hudson,5.9,10726
On the Road,IFC,744000.0,8000000,2012,on the road,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",on the road,6.1,37886
On the Road,IFC,744000.0,8000000,2012,on the road,tt4339118,On the Road,On the Road,2014,89.0,Drama,on the road,6.0,6
On the Road,IFC,744000.0,8000000,2012,on the road,tt5647250,On the Road,On the Road,2016,121.0,Drama,on the road,5.7,127
Piranha 3DD,W/Dim.,377000.0,8100000,2012,piranha 3dd,tt1714203,Piranha 3DD,Piranha 3DD,2012,83.0,"Comedy,Horror",piranha 3dd,3.7,37088
Bel Ami,Magn.,120000.0,8199999,2012,bel ami,tt1440732,Bel Ami,Bel Ami,2012,102.0,"Drama,History,Romance",bel ami,5.4,17055
Iron Sky,EOne,122000.0,8000000,2012,iron sky,tt1034314,Iron Sky,Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",iron sky,5.9,87609
Casa De Mi Padre,LGF,5900000.0,2100000,2012,casa de mi padre,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"Comedy,Western",casa de mi padre,5.5,19170
Heroine,UTV,599000.0,7400000,2012,heroine,tt1949548,Heroine,Heroine,2012,149.0,Drama,heroine,5.1,3685
Heroine,UTV,599000.0,7400000,2012,heroine,tt5921576,Heroine,Heroine,2016,87.0,"Comedy,Drama",heroine,6.0,10
A Royal Affair,Magn.,1500000.0,6000000,2012,a royal affair,tt1276419,A Royal Affair,En kongelig affære,2012,137.0,"Biography,Drama,History",a royal affair,7.6,40993
All Together,KL,43200.0,7200000,2012,all together,tt1674057,All Together,Et si on vivait tous ensemble?,2011,96.0,"Comedy,Drama",all together,6.7,2663
My Worst Nightmare,Strand,22000.0,7100000,2012,my worst nightmare,tt1718835,My Worst Nightmare,Mon pire cauchemar,2011,103.0,"Comedy,Drama,Romance",my worst nightmare,6.0,2530
The Collection,LD,6800000.0,,2012,the collection,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",the collection,6.1,42256
Goon,Magn.,4200000.0,2300000,2012,goon,tt1456635,Goon,Goon,2011,92.0,"Comedy,Drama,Sport",goon,6.8,79786
Cosmopolis,EOne,764000.0,5300000,2012,cosmopolis,tt1480656,Cosmopolis,Cosmopolis,2012,109.0,"Drama,Fantasy",cosmopolis,5.0,41897
Chasing Mavericks,Fox,6000000.0,600,2012,chasing mavericks,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",chasing mavericks,7.2,28994
Declaration of War,IFC,59100.0,5800000,2012,declaration of war,tt1931470,Declaration of War,La guerre est déclarée,2011,100.0,Drama,declaration of war,7.0,4743
Albert Nobbs,RAtt.,3000000.0,2600000,2012,albert nobbs,tt1602098,Albert Nobbs,Albert Nobbs,2011,113.0,"Drama,Romance",albert nobbs,6.7,22213
In Darkness,SPC,1000000.0,4500000,2012,in darkness,tt1417075,In Darkness,In Darkness,2011,145.0,"Drama,War",in darkness,7.3,9328
In Darkness,SPC,1000000.0,4500000,2012,in darkness,tt5164184,In Darkness,In Darkness,2018,100.0,"Mystery,Thriller",in darkness,5.8,9625
Won't Back Down,Fox,5300000.0,,2012,won't back down,tt1870529,Won't Back Down,Won't Back Down,2012,121.0,Drama,won't back down,6.4,5915
Won't Back Down,Fox,5300000.0,,2012,won't back down,tt3779570,Won't Back Down,Won't Back Down,2014,114.0,Sport,won't back down,7.9,77
The Tall Man,Imag.,,5200000,2012,the tall man,tt1658837,The Tall Man,The Tall Man,2012,106.0,"Crime,Drama,Horror",the tall man,5.9,36331
The Tall Man,Imag.,,5200000,2012,the tall man,tt1864549,The Tall Man,The Tall Man,2011,79.0,Documentary,the tall man,7.1,129
Girl in Progress,LGF,2600000.0,2000000,2012,girl in progress,tt1817676,Girl in Progress,Girl in Progress,2012,93.0,"Comedy,Drama",girl in progress,5.6,6199
"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012,"jeff, who lives at home",tt1588334,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",2011,83.0,"Comedy,Drama","jeff, who lives at home",6.5,60070
Barbara,AF,1000000.0,3100000,2012,barbara,tt2178941,Barbara,Barbara,2012,105.0,Drama,barbara,7.2,11292
Barbara,AF,1000000.0,3100000,2012,barbara,tt6411984,Barbara,Barbara,2017,98.0,"Biography,Drama,Music",barbara,6.1,829
The Raid: Redemption,SPC,4099999.0,,2012,the raid: redemption,tt1899353,The Raid: Redemption,Serbuan maut,2011,101.0,"Action,Thriller",the raid: redemption,7.6,175968
Keith Lemon: The Film,,,4000000,2012,keith lemon: the film,tt2147365,Keith Lemon: The Film,Keith Lemon: The Film,2012,85.0,Comedy,keith lemon: the film,2.6,3950
Safety Not Guaranteed,FD,4000000.0,,2012,safety not guaranteed,tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,2012,86.0,"Comedy,Drama,Romance",safety not guaranteed,7.0,111907
The Lady,Cohen,355000.0,3400000,2012,the lady,tt1802197,The Lady,The Lady,2011,132.0,"Biography,Drama,History",the lady,7.1,9726
The Lady,Cohen,355000.0,3400000,2012,the lady,tt4467734,The Lady,The Lady,2014,,Drama,the lady,3.0,78
Branded,RAtt.,354000.0,3400000,2012,branded,tt1368440,Branded,Branded,2012,106.0,"Drama,Fantasy,Thriller",branded,4.7,8480
Branded,RAtt.,354000.0,3400000,2012,branded,tt3429774,Branded,Branded,2017,73.0,"Drama,Mystery,Western",branded,3.4,37
The Rabbi's Cat,GK,23400.0,3700000,2012,the rabbi's cat,tt1355638,The Rabbi's Cat,Le chat du rabbin,2011,100.0,"Animation,Comedy,Fantasy",the rabbi's cat,7.2,2931
Searching for Sugar Man,SPC,3700000.0,,2012,searching for sugar man,tt2125608,Searching for Sugar Man,Searching for Sugar Man,2012,86.0,"Biography,Documentary,Music",searching for sugar man,8.2,58654
Killer Joe,LD,2000000.0,1700000,2012,killer joe,tt1726669,Killer Joe,Killer Joe,2011,102.0,"Crime,Drama,Thriller",killer joe,6.7,67842
Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012,hara-kiri: death of a samurai,tt1728196,Hara-Kiri: Death of a Samurai,Ichimei,2011,128.0,Drama,hara-kiri: death of a samurai,7.4,6636
Robot & Frank,Gold.,3300000.0,,2012,robot & frank,tt1990314,Robot & Frank,Robot & Frank,2012,89.0,"Comedy,Crime,Drama",robot & frank,7.1,59229
Jab Tak Hai Jaan,Yash,3000000.0,,2012,jab tak hai jaan,tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",jab tak hai jaan,6.8,48364
Intruders,MNE,69100.0,2900000,2012,intruders,tt1634121,Intruders,Intruders,2011,100.0,"Fantasy,Horror,Thriller",intruders,5.4,19381
Intruders,MNE,69100.0,2900000,2012,intruders,tt3118758,Intruders,Jo nan-ja-deul,2013,99.0,"Comedy,Mystery,Thriller",intruders,6.6,247
Intruders,MNE,69100.0,2900000,2012,intruders,tt3996044,Intruders,Intruders,2017,90.0,"Crime,Drama,Thriller",intruders,4.8,15
Intruders,MNE,69100.0,2900000,2012,intruders,tt4009278,Intruders,Shut In,2015,90.0,"Drama,Horror,Thriller",intruders,5.7,10374
Talaash,Relbig.,2900000.0,,2012,talaash,tt1787988,Talaash,Talaash,2012,140.0,"Crime,Drama,Mystery",talaash,7.3,36306
Barfi!,UTV,2800000.0,,2012,barfi!,tt2082197,Barfi!,Barfi!,2012,151.0,"Comedy,Drama,Romance",barfi!,8.1,68941
A Simple Life,CL,192000.0,2600000,2012,a simple life,tt2008006,A Simple Life,Tou ze,2011,118.0,Drama,a simple life,7.6,4824
Samsara,Osci.,2700000.0,,2012,samsara,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",samsara,8.5,29725
Jiro Dreams of Sushi,Magn.,2600000.0,,2012,jiro dreams of sushi,tt1772925,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011,81.0,Documentary,jiro dreams of sushi,7.9,30803
Dabangg 2,Eros,2500000.0,,2012,dabangg 2,tt2112131,Dabangg 2,Dabangg 2,2012,120.0,"Action,Comedy",dabangg 2,4.9,13622
The Queen of Versailles,Magn.,2400000.0,,2012,the queen of versailles,tt2125666,The Queen of Versailles,The Queen of Versailles,2012,100.0,Documentary,the queen of versailles,7.1,11943
Ek Tha Tiger,Yash,2300000.0,,2012,ek tha tiger,tt2016894,Ek Tha Tiger,Ek Tha Tiger,2012,132.0,"Action,Romance,Thriller",ek tha tiger,5.5,26393
Chico & Rita,GK,351000.0,1900000,2012,chico & rita,tt1235830,Chico & Rita,Chico & Rita,2010,94.0,"Animation,Crime,Drama",chico & rita,7.2,7992
Footnote,SPC,2000000.0,,2012,footnote,tt1445520,Footnote,Hearat Shulayim,2011,107.0,"Comedy,Drama",footnote,7.1,5317
The Imposter,IM,898000.0,1100000,2012,the imposter,tt1966604,The Imposter,The Imposter,2012,99.0,"Biography,Crime,Documentary",the imposter,7.5,42193
Agneepath,Eros,2000000.0,,2012,agneepath,tt1849718,Agneepath,Agneepath,2012,174.0,"Action,Drama",agneepath,7.0,20384
The Day I Saw Your Heart,FM,3500.0,2000000,2012,the day i saw your heart,tt1753792,The Day I Saw Your Heart,Et soudain tout le monde me manque,2011,98.0,"Comedy,Drama",the day i saw your heart,6.6,1419
English Vinglish,Eros,1900000.0,,2012,english vinglish,tt2181931,English Vinglish,English Vinglish,2012,134.0,"Comedy,Drama,Family",english vinglish,7.9,30323
Housefull 2,Eros,1800000.0,,2012,housefull 2,tt1980986,Housefull 2,Housefull 2,2012,145.0,"Action,Comedy,Musical",housefull 2,5.4,11725
Tales of the Night,GK,11000.0,1700000,2012,tales of the night,tt1828229,Tales of the Night,Les contes de la nuit,2011,84.0,"Animation,Fantasy",tales of the night,6.9,1241
360,Magn.,100000.0,1600000,2012,360,tt1680045,360,360,2011,110.0,"Drama,Thriller",360,6.2,15096
2 Days in New York,Magn.,633000.0,1000000,2012,2 days in new york,tt1602472,2 Days in New York,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",2 days in new york,6.0,13318
Your Sister's Sister,IFC,1600000.0,,2012,your sister's sister,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90.0,"Comedy,Drama",your sister's sister,6.7,24780
Lay the Favorite,RTWC,21000.0,1600000,2012,lay the favorite,tt1132449,Lay the Favorite,Lay the Favorite,2012,94.0,"Comedy,Drama,Romance",lay the favorite,4.8,10555
Soldiers of Fortune,RAtt.,38900.0,1500000,2012,soldiers of fortune,tt1678051,Soldiers of Fortune,Soldiers of Fortune,2012,94.0,"Action,Thriller",soldiers of fortune,4.3,6765
A Late Quartet,EOne,1600000.0,,2012,a late quartet,tt1226240,A Late Quartet,A Late Quartet,2012,105.0,"Drama,Music",a late quartet,7.1,12974
I Wish,Magn.,146000.0,1400000,2012,i wish,tt1650453,I Wish,Kiseki,2011,128.0,Drama,i wish,7.4,5267
I Wish,Magn.,146000.0,1400000,2012,i wish,tt2670556,I Wish,I Wish,2012,81.0,Fantasy,i wish,8.2,12
The Salt of Life,Zeit.,317000.0,1200000,2012,the salt of life,tt1813327,The Salt of Life,Gianni e le donne,2011,90.0,"Comedy,Romance",the salt of life,6.3,1593
Chicken with Plums,SPC,254000.0,1200000,2012,chicken with plums,tt1663321,Chicken with Plums,Poulet aux prunes,2011,93.0,"Comedy,Drama",chicken with plums,7.0,8310
Marley,Magn.,1400000.0,,2012,marley,tt1183919,Marley,Marley,2012,144.0,"Biography,Documentary,Music",marley,8.0,12503
The Paperboy,MNE,693000.0,661000,2012,the paperboy,tt1496422,The Paperboy,The Paperboy,2012,107.0,"Crime,Drama,Mystery",the paperboy,5.8,33940
Chasing Ice,SD,1300000.0,,2012,chasing ice,tt1579361,Chasing Ice,Chasing Ice,2012,75.0,"Biography,Documentary",chasing ice,7.8,7729
Unforgivable,Strand,154000.0,1200000,2012,unforgivable,tt1583737,Unforgivable,Impardonnables,2011,111.0,Drama,unforgivable,5.8,692
